   10988 Nc1ccc(OC23CC4C5CC6CC4C(C2)C(C6)C5C3)cc1
   11107 Nc1ccc(OC23CC4CC5C6CC(CC52)CC3C6C4)cc1
   11177 C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12
   11184 CC(C)N(CCC(CCCN1CC2CCC(CC2)C1)(C(N)=O)c1ccccc1Cl)C(C)C
   11193 CCCCC(O)(C(=O)OC1CN2CCC1CC2)c1ccccc1
   11201 C#CCC(O)(C(=O)OC1CN2CCC1CC2)c1ccccc1
   11231 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)C1CCCCC1
   11239 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccc(Br)cc1
   11243 Cc1ccc(S(=O)(=O)O)cc1.N/C(=N\O)N/N=C/C1CC2C=CC1C2
   11399 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1cccc(I)c1
   11356 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1
   11382 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1cccc(Br)c1
   11398 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccc(I)cc1
   11430 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1cccc(F)c1
   11441 CC(C)N(CCC(CCN1CC2CCC1CC2)(C(N)=O)c1ccccc1)C(C)C
   11466 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccc(F)cc1
   11475 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1Br
   11575 CC(C)N(CCC(CCN1CC2CCC(CC2)C1)(C(N)=O)c1ccccc1)C(C)C
   11766 CCCN(CCC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@@H]3CC[C@H](C2)N3)cc1
   11783 CCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@@H]3CC[C@H](C2)N3CC(c2ccccc2)c2ccccc2)cc1
   11798 CCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2ccc3c(c2)OCO3)cc1
   11854 CCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@@H]3CC[C@H](C2)N3CCCc2ccccc2)cc1
   11855 CN1[C@H]2CC[C@@H]1C[C@@H](N(c1ccccc1)c1ccc(C(=O)OC(C)(C)C)cc1)C2
   11856 CCN(C)C(=O)c1ccc(N(c2ccccc2)[C@H]2C[C@@H]3CC[C@H](C2)N3C)cc1
   11894 CCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@@H]3CC[C@H](C2)N3C)cc1
   11904 CCCN1[C@H]2CC[C@@H]1C[C@H](N(c1ccccc1)c1ccc(C(=O)N(CC)CC)cc1)C2
